t_lsl,t_rel,ox,oy,oz,dx,dy,dz
1908493.570812,-1.533430,0.0075,-0.0023,-0.0333,0.5083,0.0203,-0.8609
1908493.587812,-1.516430,0.0075,-0.0024,-0.0333,0.5083,0.0203,-0.8609
1908493.604812,-1.499430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908493.620812,-1.483430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908493.639812,-1.464430,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908493.656812,-1.447430,0.0075,-0.0023,-0.0332,0.5083,0.0203,-0.8609
1908493.673812,-1.430430,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908493.690812,-1.413430,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908493.706812,-1.397430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908493.723812,-1.380430,0.0075,-0.0024,-0.0333,0.5083,0.0203,-0.8609
1908493.740812,-1.363430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908493.755812,-1.348430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908493.773812,-1.330430,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908493.789812,-1.314430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908493.806812,-1.297430,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908493.823812,-1.280430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908493.840812,-1.263430,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908493.856812,-1.247430,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908493.873812,-1.230430,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908493.889812,-1.214430,0.0075,-0.0024,-0.0333,0.5083,0.0203,-0.8609
1908493.906812,-1.197430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908493.923812,-1.180430,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908493.939812,-1.164430,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908493.956812,-1.147430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908493.972812,-1.131430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908493.990812,-1.113430,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908494.006812,-1.097430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908494.023812,-1.080430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908494.039812,-1.064430,0.0075,-0.0024,-0.0331,0.5084,0.0202,-0.8609
1908494.055812,-1.048430,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908494.073812,-1.030430,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908494.090812,-1.013430,0.0075,-0.0024,-0.0332,0.5083,0.0201,-0.8609
1908494.107812,-0.996430,0.0075,-0.0024,-0.0331,0.5084,0.0202,-0.8609
1908494.123812,-0.980430,0.0075,-0.0024,-0.0332,0.5084,0.0205,-0.8609
1908494.139812,-0.964430,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908494.156812,-0.947430,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908494.173812,-0.930430,0.0075,-0.0024,-0.0332,0.5083,0.0202,-0.8609
1908494.190812,-0.913430,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908494.205812,-0.898430,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.861
1908494.223812,-0.880430,0.0075,-0.0024,-0.0332,0.5083,0.0201,-0.8609
1908494.240812,-0.863430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.256812,-0.847430,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908494.273812,-0.830430,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908494.290812,-0.813430,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908494.306812,-0.797430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.322812,-0.781430,0.0075,-0.0024,-0.0332,0.5083,0.0203,-0.8609
1908494.338812,-0.765430,0.0075,-0.0023,-0.0332,0.5085,0.0203,-0.8608
1908494.355812,-0.748430,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908494.371812,-0.732430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.388812,-0.715430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.404812,-0.699430,0.0075,-0.0023,-0.0332,0.5083,0.0202,-0.8609
1908494.421812,-0.682430,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908494.438812,-0.665430,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908494.455812,-0.648430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.473812,-0.630430,0.0075,-0.0023,-0.0332,0.5084,0.02,-0.8609
1908494.490812,-0.613430,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908494.506812,-0.597430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.523812,-0.580430,0.0075,-0.0023,-0.0332,0.5084,0.02,-0.8609
1908494.540812,-0.563430,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908494.555812,-0.548430,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908494.573812,-0.530430,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908494.589812,-0.514430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.606812,-0.497430,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908494.623812,-0.480430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.639812,-0.464430,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908494.656812,-0.447430,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908494.673812,-0.430430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.691812,-0.412430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.705812,-0.398430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.720812,-0.383430,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908494.736812,-0.367430,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908494.753812,-0.350430,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908494.770812,-0.333430,0.0075,-0.0023,-0.0332,0.5085,0.0203,-0.8609
1908494.787812,-0.316430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.803812,-0.300430,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908494.819812,-0.284430,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908494.836812,-0.267430,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908494.853812,-0.250430,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908494.869812,-0.234430,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908494.886812,-0.217430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.904812,-0.199430,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908494.921812,-0.182430,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908494.937812,-0.166430,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908494.954812,-0.149430,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908494.971812,-0.132430,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908494.989812,-0.114430,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908495.007812,-0.096430,0.0075,-0.0023,-0.0332,0.5085,0.0202,-0.8609
1908495.023812,-0.080430,0.0075,-0.0023,-0.0333,0.5083,0.0203,-0.8609
1908495.040812,-0.063430,0.0075,-0.0023,-0.0333,0.5085,0.0203,-0.8608
1908495.055812,-0.048430,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.073812,-0.030430,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908495.091812,-0.012430,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908495.106812,0.002570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908495.123812,0.019570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.139812,0.035570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.155812,0.051570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.172812,0.068570,0.0075,-0.0024,-0.0333,0.5084,0.0202,-0.8609
1908495.190812,0.086570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908495.205812,0.101570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.222812,0.118570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.240812,0.136570,0.0075,-0.0023,-0.0333,0.5083,0.0203,-0.8609
1908495.256812,0.152570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.273812,0.169570,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908495.290812,0.186570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.306812,0.202570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.323812,0.219570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.340812,0.236570,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908495.357812,0.253570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.372812,0.268570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.388812,0.284570,0.0075,-0.0023,-0.0333,0.5083,0.0202,-0.8609
1908495.405812,0.301570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.421812,0.317570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.437812,0.333570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.454812,0.350570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.473812,0.369570,0.0076,-0.0023,-0.0333,0.5083,0.0202,-0.8609
1908495.490812,0.386570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.507812,0.403570,0.0076,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.523812,0.419570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.539812,0.435570,0.0076,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908495.556812,0.452570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.573812,0.469570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.590812,0.486570,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908495.606812,0.502570,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908495.623812,0.519570,0.0075,-0.0023,-0.0332,0.5085,0.0202,-0.8608
1908495.640812,0.536570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908495.656812,0.552570,0.0075,-0.0023,-0.0333,0.5084,0.0201,-0.8609
1908495.673812,0.569570,0.0075,-0.0023,-0.0333,0.5083,0.0202,-0.8609
1908495.689812,0.585570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908495.706812,0.602570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.723812,0.619570,0.0075,-0.0024,-0.0333,0.5084,0.0201,-0.8609
1908495.741812,0.637570,0.0075,-0.0024,-0.0333,0.5084,0.0202,-0.8609
1908495.759812,0.655570,0.0075,-0.0023,-0.0333,0.5083,0.0203,-0.8609
1908495.771812,0.667570,0.0075,-0.0024,-0.0333,0.5084,0.0202,-0.8609
1908495.786812,0.682570,0.0075,-0.0024,-0.0333,0.5084,0.0201,-0.8609
1908495.803812,0.699570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908495.820812,0.716570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908495.836812,0.732570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908495.853812,0.749570,0.0075,-0.0023,-0.0333,0.5085,0.0202,-0.8608
1908495.870812,0.766570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908495.885812,0.781570,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908495.902812,0.798570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908495.918812,0.814570,0.0075,-0.0024,-0.0333,0.5084,0.0203,-0.8609
1908495.935812,0.831570,0.0075,-0.0023,-0.0333,0.5085,0.0201,-0.8609
1908495.952812,0.848570,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908495.970812,0.866570,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908495.987812,0.883570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908496.004812,0.900570,0.0075,-0.0024,-0.0333,0.5084,0.0202,-0.8609
1908496.021812,0.917570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908496.037812,0.933570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908496.054812,0.950570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908496.073812,0.969570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908496.090812,0.986570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908496.106812,1.002570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908496.123812,1.019570,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908496.139812,1.035570,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908496.156812,1.052570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908496.172812,1.068570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908496.189812,1.085570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908496.206812,1.102570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908496.223812,1.119570,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908496.240812,1.136570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.256812,1.152570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.273812,1.169570,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908496.302812,1.198570,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908496.320812,1.216570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.342812,1.238570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.357812,1.253570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.371812,1.267570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.388812,1.284570,0.0075,-0.0024,-0.0332,0.5085,0.0203,-0.8608
1908496.404812,1.300570,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908496.422812,1.318570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.441812,1.337570,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908496.455812,1.351570,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908496.472812,1.368570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.487812,1.383570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.502812,1.398570,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908496.520812,1.416570,0.0075,-0.0024,-0.0332,0.5085,0.0203,-0.8608
1908496.536812,1.432570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.553812,1.449570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.570812,1.466570,0.0074,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.587812,1.483570,0.0075,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908496.605812,1.501570,0.0074,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.621812,1.517570,0.0074,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908496.639812,1.535570,0.0074,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908496.657812,1.553570,0.0075,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908496.672812,1.568570,0.0075,-0.0024,-0.0332,0.5085,0.0203,-0.8608
1908496.688812,1.584570,0.0075,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908496.704812,1.600570,0.0075,-0.0024,-0.0332,0.5084,0.0203,-0.8609
1908496.722812,1.618570,0.0074,-0.0024,-0.0332,0.5085,0.0204,-0.8608
1908496.740812,1.636570,0.0074,-0.0024,-0.0332,0.5084,0.0204,-0.8609
1908496.756812,1.652570,0.0074,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908496.773812,1.669570,0.0074,-0.0024,-0.0332,0.5084,0.0202,-0.8609
1908496.789812,1.685570,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908496.806812,1.702570,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908496.823812,1.719570,0.0074,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908496.841812,1.737570,0.0075,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908496.856812,1.752570,0.0074,-0.0023,-0.0332,0.5084,0.0204,-0.8609
1908496.874812,1.770570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908496.890812,1.786570,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908496.906812,1.802570,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908496.923812,1.819570,0.0075,-0.0023,-0.0332,0.5084,0.0201,-0.8609
1908496.939812,1.835570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908496.956812,1.852570,0.0075,-0.0023,-0.0332,0.5084,0.0202,-0.8609
1908496.972812,1.868570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908496.990812,1.886570,0.0075,-0.0023,-0.0333,0.5084,0.0203,-0.8609
1908497.006812,1.902570,0.0075,-0.0023,-0.0333,0.5084,0.0202,-0.8609
1908497.024812,1.920570,0.0075,-0.0024,-0.0333,0.5084,0.0202,-0.8609
1908497.040812,1.936570,0.0074,-0.0023,-0.0332,0.5084,0.0203,-0.8609
1908497.055812,1.951570,0.0075,-0.0023,-0.0333,0.5084,0.0204,-0.8609
1908497.073812,1.969570,0.0075,-0.0024,-0.0332,0.5085,0.0203,-0.8608
